germplasmName,trait_name,value,location,year,studyName,trait_abbrev,env_id
A24,Yield - kg/ha,5467,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A24,Yield - kg/ha,6407,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A24,Yield - kg/ha,6423,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A24,Yield - kg/ha,4800,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A24,Yield - kg/ha,6254,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A24,Yield - kg/ha,5582,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A24,Yield - kg/ha,5291,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A25,Yield - kg/ha,5460,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A25,Yield - kg/ha,6048,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A25,Yield - kg/ha,5325,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A25,Yield - kg/ha,6245,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A25,Yield - kg/ha,4532,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A25,Yield - kg/ha,5782,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A25,Yield - kg/ha,5563,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A25,Yield - kg/ha,5420,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A25,Yield - kg/ha,5063,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A26,Yield - kg/ha,5632,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A26,Yield - kg/ha,5582,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A26,Yield - kg/ha,6110,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A26,Yield - kg/ha,5416,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A26,Yield - kg/ha,5752,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A26,Yield - kg/ha,5813,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A26,Yield - kg/ha,6164,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A26,Yield - kg/ha,6178,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A26,Yield - kg/ha,4653,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A27,Yield - kg/ha,4885,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A27,Yield - kg/ha,5478,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A27,Yield - kg/ha,4986,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A27,Yield - kg/ha,4592,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A27,Yield - kg/ha,4516,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A27,Yield - kg/ha,5709,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A27,Yield - kg/ha,5471,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A27,Yield - kg/ha,5755,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A27,Yield - kg/ha,5639,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A28,Yield - kg/ha,6093,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A28,Yield - kg/ha,6290,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A28,Yield - kg/ha,5365,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A28,Yield - kg/ha,5532,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A28,Yield - kg/ha,6383,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A28,Yield - kg/ha,6005,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A28,Yield - kg/ha,5798,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A28,Yield - kg/ha,5990,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A28,Yield - kg/ha,4816,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A29,Yield - kg/ha,4853,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A29,Yield - kg/ha,5083,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A29,Yield - kg/ha,5692,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A29,Yield - kg/ha,5179,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A29,Yield - kg/ha,5767,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A29,Yield - kg/ha,5240,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A29,Yield - kg/ha,4929,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A29,Yield - kg/ha,6134,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A29,Yield - kg/ha,6164,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A30,Yield - kg/ha,4768,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A30,Yield - kg/ha,6177,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A30,Yield - kg/ha,5327,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A30,Yield - kg/ha,6100,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A30,Yield - kg/ha,5959,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A30,Yield - kg/ha,5760,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A30,Yield - kg/ha,5269,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A30,Yield - kg/ha,4748,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A30,Yield - kg/ha,6113,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A31,Yield - kg/ha,4690,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A31,Yield - kg/ha,5703,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A31,Yield - kg/ha,6199,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A31,Yield - kg/ha,4898,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A31,Yield - kg/ha,5162,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A31,Yield - kg/ha,6029,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A31,Yield - kg/ha,4693,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A31,Yield - kg/ha,5349,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A31,Yield - kg/ha,4948,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A32,Yield - kg/ha,4824,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A32,Yield - kg/ha,5814,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A32,Yield - kg/ha,4777,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A32,Yield - kg/ha,5393,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A32,Yield - kg/ha,5258,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A32,Yield - kg/ha,4533,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A32,Yield - kg/ha,5246,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A32,Yield - kg/ha,6357,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A32,Yield - kg/ha,6212,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A33,Yield - kg/ha,4932,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A33,Yield - kg/ha,6467,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A33,Yield - kg/ha,5154,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A33,Yield - kg/ha,5428,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A33,Yield - kg/ha,6348,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A33,Yield - kg/ha,5262,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A33,Yield - kg/ha,6082,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A33,Yield - kg/ha,5899,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A33,Yield - kg/ha,5985,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A34,Yield - kg/ha,5816,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A34,Yield - kg/ha,5143,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A34,Yield - kg/ha,6432,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A34,Yield - kg/ha,5223,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A34,Yield - kg/ha,5342,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A34,Yield - kg/ha,4996,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A34,Yield - kg/ha,6055,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A34,Yield - kg/ha,4567,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A34,Yield - kg/ha,6135,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A35,Yield - kg/ha,6423,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A35,Yield - kg/ha,5054,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A35,Yield - kg/ha,4624,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A35,Yield - kg/ha,6182,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A35,Yield - kg/ha,4925,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A35,Yield - kg/ha,5837,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A35,Yield - kg/ha,5453,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A35,Yield - kg/ha,4687,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A35,Yield - kg/ha,5155,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A36,Yield - kg/ha,4731,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A36,Yield - kg/ha,4890,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A36,Yield - kg/ha,4538,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A36,Yield - kg/ha,4733,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A36,Yield - kg/ha,5137,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A36,Yield - kg/ha,6198,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A36,Yield - kg/ha,5593,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A36,Yield - kg/ha,4633,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A36,Yield - kg/ha,4831,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A37,Yield - kg/ha,4567,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A37,Yield - kg/ha,5592,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A37,Yield - kg/ha,5825,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A37,Yield - kg/ha,6160,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A37,Yield - kg/ha,5889,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A37,Yield - kg/ha,6425,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A37,Yield - kg/ha,5667,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A37,Yield - kg/ha,6063,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A37,Yield - kg/ha,5796,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A38,Yield - kg/ha,5309,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A38,Yield - kg/ha,6193,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A38,Yield - kg/ha,6053,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A38,Yield - kg/ha,4857,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A38,Yield - kg/ha,6322,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A38,Yield - kg/ha,5959,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A38,Yield - kg/ha,4794,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A38,Yield - kg/ha,4826,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A38,Yield - kg/ha,4608,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A39,Yield - kg/ha,4655,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A39,Yield - kg/ha,5991,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A39,Yield - kg/ha,5236,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A39,Yield - kg/ha,4690,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A39,Yield - kg/ha,5687,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A39,Yield - kg/ha,5197,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A39,Yield - kg/ha,4605,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A39,Yield - kg/ha,5524,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A39,Yield - kg/ha,6397,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A40,Yield - kg/ha,5608,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A40,Yield - kg/ha,6181,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A40,Yield - kg/ha,5120,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A40,Yield - kg/ha,4527,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A40,Yield - kg/ha,6448,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A40,Yield - kg/ha,5711,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A40,Yield - kg/ha,5192,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A40,Yield - kg/ha,6101,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A40,Yield - kg/ha,4501,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A41,Yield - kg/ha,4844,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A41,Yield - kg/ha,5907,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A41,Yield - kg/ha,5820,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A41,Yield - kg/ha,6217,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A41,Yield - kg/ha,5212,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A41,Yield - kg/ha,4888,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A41,Yield - kg/ha,5905,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A41,Yield - kg/ha,6331,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A41,Yield - kg/ha,5555,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A42,Yield - kg/ha,4844,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A42,Yield - kg/ha,6321,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A42,Yield - kg/ha,5830,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A42,Yield - kg/ha,4637,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A42,Yield - kg/ha,4747,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A42,Yield - kg/ha,5107,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A42,Yield - kg/ha,4734,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A42,Yield - kg/ha,4913,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A42,Yield - kg/ha,5400,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A43,Yield - kg/ha,6482,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A43,Yield - kg/ha,5110,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A43,Yield - kg/ha,5719,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A43,Yield - kg/ha,5845,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A43,Yield - kg/ha,5788,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A43,Yield - kg/ha,6001,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A43,Yield - kg/ha,4777,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A43,Yield - kg/ha,6241,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A43,Yield - kg/ha,4780,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A44,Yield - kg/ha,6415,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A44,Yield - kg/ha,4794,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A44,Yield - kg/ha,4565,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A44,Yield - kg/ha,4775,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A44,Yield - kg/ha,5428,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A44,Yield - kg/ha,5626,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A44,Yield - kg/ha,5373,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A44,Yield - kg/ha,5801,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A44,Yield - kg/ha,4983,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A45,Yield - kg/ha,6037,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A45,Yield - kg/ha,5254,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A45,Yield - kg/ha,6461,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A45,Yield - kg/ha,5167,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A45,Yield - kg/ha,5663,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A45,Yield - kg/ha,4700,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A45,Yield - kg/ha,6078,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A45,Yield - kg/ha,4781,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A45,Yield - kg/ha,6287,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A46,Yield - kg/ha,5488,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A46,Yield - kg/ha,5809,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A46,Yield - kg/ha,5929,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A46,Yield - kg/ha,4750,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A46,Yield - kg/ha,5659,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
A46,Yield - kg/ha,5518,AY2-3,,24Crk_AY2-3,YLD kg/ha,AY2-3_nan_24Crk_AY2-3
A46,Yield - kg/ha,5422,AYT,2025.0,2025_AYT_Aurora,YLD kg/ha,AYT_2025.0_2025_AYT_Aurora
A46,Yield - kg/ha,6094,Urb,,YT_Urb_25,YLD kg/ha,Urb_nan_YT_Urb_25
A46,Yield - kg/ha,6214,2025,2025.0,STP1_2025_MCG,YLD kg/ha,2025_2025.0_STP1_2025_MCG
A47,Yield - kg/ha,5586,DVPWA,2024.0,AWY1_DVPWA_2024,YLD kg/ha,DVPWA_2024.0_AWY1_DVPWA_2024
A47,Yield - kg/ha,4502,2025,2025.0,TCAP_2025_MANKS,YLD kg/ha,2025_2025.0_TCAP_2025_MANKS
A47,Yield - kg/ha,5786,Big6,,25_Big6_SVREC_SVREC,YLD kg/ha,Big6_nan_25_Big6_SVREC_SVREC
A47,Yield - kg/ha,4837,2025,2025.0,OHRWW_2025_SPO,YLD kg/ha,2025_2025.0_OHRWW_2025_SPO
A47,Yield - kg/ha,4887,2025,2025.0,CornellMaster_2025_McGowan,YLD kg/ha,2025_2025.0_CornellMaster_2025_McGowan
