studyName,germplasmName,value,traitName
ARS-NRPN-2015-LETHBRIDGE,JAGALENE,4542.1,Grain yield - kg/ha
ARS-NRPN-2015-LETHBRIDGE,OVERLAND,3801.6,Grain yield - kg/ha
ARS-NRPN-2015-LETHBRIDGE,OVERLAND,4334.5,Grain yield - kg/ha
ARS-NRPN-2015-LETHBRIDGE,OVERLAND,4466.7,Grain yield - kg/ha
ARS-NRPN-2015-LINCOLN,JAGALENE,1378.625,Grain yield - kg/ha
ARS-NRPN-2015-LINCOLN,JAGALENE,1506.4,Grain yield - kg/ha
ARS-NRPN-2015-LINCOLN,JAGALENE,1479.5,Grain yield - kg/ha
ARS-NRPN-2015-LINCOLN,OVERLAND,2353.75,Grain yield - kg/ha
ARS-NRPN-2015-LINCOLN,OVERLAND,2488.25,Grain yield - kg/ha
ARS-NRPN-2015-LINCOLN,OVERLAND,2172.175,Grain yield - kg/ha
ARS-NRPN-2015-MINOT,JAGALENE,2299.95,Grain yield - kg/ha
ARS-NRPN-2015-MINOT,JAGALENE,1627.45,Grain yield - kg/ha
ARS-NRPN-2015-MINOT,JAGALENE,1936.8,Grain yield - kg/ha
ARS-NRPN-2015-MINOT,OVERLAND,2030.95,Grain yield - kg/ha
ARS-NRPN-2015-MINOT,OVERLAND,2992.625,Grain yield - kg/ha
ARS-NRPN-2015-MINOT,OVERLAND,2945.55,Grain yield - kg/ha
ARS-NRPN-2015-MOCCASIN,JAGALENE,3537.35,Grain yield - kg/ha
ARS-NRPN-2015-MOCCASIN,JAGALENE,3597.875,Grain yield - kg/ha
ARS-NRPN-2015-MOCCASIN,JAGALENE,3846.7,Grain yield - kg/ha
ARS-NRPN-2015-MOCCASIN,OVERLAND,3833.25,Grain yield - kg/ha
ARS-NRPN-2015-MOCCASIN,OVERLAND,4001.375,Grain yield - kg/ha
ARS-NRPN-2015-MOCCASIN,OVERLAND,4425.05,Grain yield - kg/ha
ARS-NRPN-2015-NORTH_PLATTE,JAGALENE,2474.8,Grain yield - kg/ha
ARS-NRPN-2015-NORTH_PLATTE,JAGALENE,2663.1,Grain yield - kg/ha
ARS-NRPN-2015-NORTH_PLATTE,JAGALENE,3281.8,Grain yield - kg/ha
ARS-NRPN-2015-NORTH_PLATTE,OVERLAND,2710.175,Grain yield - kg/ha
ARS-NRPN-2015-NORTH_PLATTE,OVERLAND,2622.75,Grain yield - kg/ha
ARS-NRPN-2015-NORTH_PLATTE,OVERLAND,3160.75,Grain yield - kg/ha
ARS-NRPN-2015-PLANKINTON,JAGALENE,4815.1,Grain yield - kg/ha
ARS-NRPN-2015-PLANKINTON,JAGALENE,5440.525,Grain yield - kg/ha
ARS-NRPN-2015-PLANKINTON,OVERLAND,7162.125,Grain yield - kg/ha
ARS-NRPN-2015-PLANKINTON,OVERLAND,6281.15,Grain yield - kg/ha
ARS-NRPN-2015-ROSEMOUNT,JAGALENE,1116.35,Grain yield - kg/ha
ARS-NRPN-2015-ROSEMOUNT,JAGALENE,2024.225,Grain yield - kg/ha
ARS-NRPN-2015-ROSEMOUNT,JAGALENE,1916.625,Grain yield - kg/ha
ARS-NRPN-2015-ROSEMOUNT,OVERLAND,2972.45,Grain yield - kg/ha
ARS-NRPN-2015-ROSEMOUNT,OVERLAND,2158.725,Grain yield - kg/ha
ARS-NRPN-2015-ROSEMOUNT,OVERLAND,3981.2,Grain yield - kg/ha
ARS-NRPN-2015-SIDNEY,JAGALENE,1983.875,Grain yield - kg/ha
ARS-NRPN-2015-SIDNEY,JAGALENE,2461.35,Grain yield - kg/ha
ARS-NRPN-2015-SIDNEY,JAGALENE,1990.6,Grain yield - kg/ha
ARS-NRPN-2015-SIDNEY,OVERLAND,2609.3,Grain yield - kg/ha
ARS-NRPN-2015-SIDNEY,OVERLAND,3127.125,Grain yield - kg/ha
ARS-NRPN-2015-SIDNEY,OVERLAND,3449.925,Grain yield - kg/ha
ARS-NRPN-2015-WICHITA,JAGALENE,2052.47,Grain yield - kg/ha
ARS-NRPN-2015-WICHITA,JAGALENE,2663.1,Grain yield - kg/ha
ARS-NRPN-2015-WICHITA,JAGALENE,2379.9775,Grain yield - kg/ha
ARS-NRPN-2015-WICHITA,OVERLAND,1568.27,Grain yield - kg/ha
ARS-NRPN-2015-WICHITA,OVERLAND,2655.03,Grain yield - kg/ha
ARS-NRPN-2015-WICHITA,OVERLAND,2445.21,Grain yield - kg/ha
ARS-NRPN-2015-WILLISTON,JAGALENE,2927.527,Grain yield - kg/ha
ARS-NRPN-2015-WILLISTON,JAGALENE,2871.77675,Grain yield - kg/ha
ARS-NRPN-2015-WILLISTON,JAGALENE,2059.66575,Grain yield - kg/ha
ARS-NRPN-2015-WILLISTON,OVERLAND,2635.5275,Grain yield - kg/ha
ARS-NRPN-2015-WILLISTON,OVERLAND,2134.3805,Grain yield - kg/ha
ARS-NRPN-2015-WILLISTON,OVERLAND,1680.37575,Grain yield - kg/ha
ARS-NRPN-2015-WINNER,JAGALENE,3186.1705,Grain yield - kg/ha
ARS-NRPN-2015-WINNER,JAGALENE,2629.744,Grain yield - kg/ha
ARS-NRPN-2015-WINNER,JAGALENE,2608.224,Grain yield - kg/ha
ARS-NRPN-2015-WINNER,OVERLAND,4244.34925,Grain yield - kg/ha
ARS-NRPN-2015-WINNER,OVERLAND,4790.82275,Grain yield - kg/ha
ARS-NRPN-2015-WINNER,OVERLAND,4858.74525,Grain yield - kg/ha
ARS-NRPN-2016-ALLIANCE,OVERLAND,4046.21,Grain yield - kg/ha
ARS-NRPN-2016-ALLIANCE,JAGALENE,4160.53,Grain yield - kg/ha
ARS-NRPN-2016-BOZEMAN,OVERLAND,5160.32,Grain yield - kg/ha
ARS-NRPN-2016-BOZEMAN,JAGALENE,5458.46,Grain yield - kg/ha
ARS-NRPN-2016-BROOKINGS,OVERLAND,4817.34,Grain yield - kg/ha
ARS-NRPN-2016-BROOKINGS,JAGALENE,4882.35,Grain yield - kg/ha
ARS-NRPN-2016-CASSELTON,OVERLAND,3603.63,Grain yield - kg/ha
ARS-NRPN-2016-CASSELTON,JAGALENE,2852.07,Grain yield - kg/ha
ARS-NRPN-2016-CROOKSTON,OVERLAND,6512.04,Grain yield - kg/ha
ARS-NRPN-2016-CROOKSTON,JAGALENE,5826.09,Grain yield - kg/ha
ARS-NRPN-2016-DAKOTA_LAKES,OVERLAND,5223.08,Grain yield - kg/ha
ARS-NRPN-2016-DAKOTA_LAKES,JAGALENE,4676.12,Grain yield - kg/ha
ARS-NRPN-2016-HAYS,OVERLAND,4014.83,Grain yield - kg/ha
ARS-NRPN-2016-HAYS,JAGALENE,5050.48,Grain yield - kg/ha
ARS-NRPN-2016-LETHBRIDGE,OVERLAND,5929.73,Grain yield - kg/ha
ARS-NRPN-2016-LETHBRIDGE,JAGALENE,5572,Grain yield - kg/ha
ARS-NRPN-2016-LINCOLN,OVERLAND,3043.06,Grain yield - kg/ha
ARS-NRPN-2016-LINCOLN,JAGALENE,3655.04,Grain yield - kg/ha
ARS-NRPN-2016-MINOT,OVERLAND,5512.26,Grain yield - kg/ha
ARS-NRPN-2016-MINOT,JAGALENE,5669.18,Grain yield - kg/ha
ARS-NRPN-2016-MOCCASIN,OVERLAND,4082.08,Grain yield - kg/ha
ARS-NRPN-2016-MOCCASIN,JAGALENE,3452.17,Grain yield - kg/ha
ARS-NRPN-2016-NORTH_PLATTE,OVERLAND,4232.27,Grain yield - kg/ha
ARS-NRPN-2016-NORTH_PLATTE,JAGALENE,6146.65,Grain yield - kg/ha
ARS-NRPN-2016-ROSEMOUNT,OVERLAND,5357.58,Grain yield - kg/ha
ARS-NRPN-2016-ROSEMOUNT,JAGALENE,5243.26,Grain yield - kg/ha
ARS-NRPN-2016-SIDNEY,OVERLAND,4357.80,Grain yield - kg/ha
ARS-NRPN-2016-SIDNEY,JAGALENE,4718.71,Grain yield - kg/ha
ARS-NRPN-2016-WICHITA,OVERLAND,2362.49,Grain yield - kg/ha
ARS-NRPN-2016-WICHITA,JAGALENE,3430.65,Grain yield - kg/ha
ARS-NRPN-2016-WILLISTON,OVERLAND,3277.32,Grain yield - kg/ha
ARS-NRPN-2016-WILLISTON,JAGALENE,3124.88,Grain yield - kg/ha
ARS-NRPN-2016-WINNER,OVERLAND,4312.97,Grain yield - kg/ha
ARS-NRPN-2016-WINNER,JAGALENE,4059.66,Grain yield - kg/ha
ARS-NRPN-2017-ALLIANCE,OVERLAND,4075.35,Grain yield - kg/ha
ARS-NRPN-2017-ALLIANCE,JAGALENE,4068.63,Grain yield - kg/ha
ARS-NRPN-2017-BOZEMAN,OVERLAND,6039.05,Grain yield - kg/ha
ARS-NRPN-2017-BOZEMAN,JAGALENE,5362.07,Grain yield - kg/ha
ARS-NRPN-2017-BROOKINGS,OVERLAND,4694.05,Grain yield - kg/ha
ARS-NRPN-2017-BROOKINGS,JAGALENE,4882.35,Grain yield - kg/ha
ARS-NRPN-2017-CASSELTON,OVERLAND,3349.83,Grain yield - kg/ha
ARS-NRPN-2017-CASSELTON,JAGALENE,1884.67,Grain yield - kg/ha
ARS-NRPN-2017-CROOKSTON,OVERLAND,6769.83,Grain yield - kg/ha
ARS-NRPN-2017-CROOKSTON,JAGALENE,5615.38,Grain yield - kg/ha
ARS-NRPN-2017-DAKOTA_LAKES,OVERLAND,2129.58,Grain yield - kg/ha
ARS-NRPN-2017-DAKOTA_LAKES,JAGALENE,2992.63,Grain yield - kg/ha
ARS-NRPN-2017-LINCOLN,OVERLAND,4100.01,Grain yield - kg/ha
ARS-NRPN-2017-LINCOLN,JAGALENE,4644.73,Grain yield - kg/ha
ARS-NRPN-2017-MINOT,OVERLAND,4777.82,Grain yield - kg/ha
ARS-NRPN-2017-MINOT,JAGALENE,4466.48,Grain yield - kg/ha
ARS-NRPN-2017-MOCCASIN,OVERLAND,3981.20,Grain yield - kg/ha
ARS-NRPN-2017-MOCCASIN,JAGALENE,4375.73,Grain yield - kg/ha
ARS-NRPN-2017-NORTH_PLATTE,OVERLAND,3557.53,Grain yield - kg/ha
ARS-NRPN-2017-NORTH_PLATTE,JAGALENE,3902.74,Grain yield - kg/ha
ARS-NRPN-2017-ROSEMOUNT,OVERLAND,5610.89,Grain yield - kg/ha
ARS-NRPN-2017-ROSEMOUNT,JAGALENE,4817.34,Grain yield - kg/ha
ARS-NRPN-2017-SIDNEY,OVERLAND,4077.59,Grain yield - kg/ha
ARS-NRPN-2017-SIDNEY,JAGALENE,3588.91,Grain yield - kg/ha
ARS-NRPN-2017-WICHITA,OVERLAND,3189.89,Grain yield - kg/ha
ARS-NRPN-2017-WICHITA,JAGALENE,2391.86,Grain yield - kg/ha
ARS-NRPN-2017-WILLISTON,OVERLAND,2481.53,Grain yield - kg/ha
ARS-NRPN-2017-WILLISTON,JAGALENE,1954.73,Grain yield - kg/ha
ARS-NRPN-2017-WINNER,OVERLAND,2591.37,Grain yield - kg/ha
ARS-NRPN-2017-WINNER,JAGALENE,2313.40,Grain yield - kg/ha
ARS-NRPN-2018-ALLIANCE,OVERLAND,4864,Grain yield - kg/ha
ARS-NRPN-2018-ALLIANCE,JAGALENE,4685,Grain yield - kg/ha
ARS-NRPN-2018-BOZEMAN,OVERLAND,8142,Grain yield - kg/ha
ARS-NRPN-2018-BOZEMAN,JAGALENE,9166,Grain yield - kg/ha
ARS-NRPN-2018-CASSELTON,OVERLAND,2587,Grain yield - kg/ha
ARS-NRPN-2018-CASSELTON,JAGALENE,1761,Grain yield - kg/ha
ARS-NRPN-2018-DAKOTA_LAKES,OVERLAND,2087,Grain yield - kg/ha
ARS-NRPN-2018-DAKOTA_LAKES,JAGALENE,1666,Grain yield - kg/ha
ARS-NRPN-2018-FORT_COLLINS,OVERLAND,6241,Grain yield - kg/ha
ARS-NRPN-2018-FORT_COLLINS,JAGALENE,6456,Grain yield - kg/ha
ARS-NRPN-2018-LINCOLN,OVERLAND,4990,Grain yield - kg/ha
ARS-NRPN-2018-LINCOLN,JAGALENE,4775,Grain yield - kg/ha
ARS-NRPN-2018-MINOT,OVERLAND,2492,Grain yield - kg/ha
ARS-NRPN-2018-MINOT,JAGALENE,3059,Grain yield - kg/ha
ARS-NRPN-2018-MOCCASIN,OVERLAND,4212,Grain yield - kg/ha
ARS-NRPN-2018-MOCCASIN,JAGALENE,3871,Grain yield - kg/ha
ARS-NRPN-2018-NORTH_PLATTE,OVERLAND,3524,Grain yield - kg/ha
ARS-NRPN-2018-NORTH_PLATTE,JAGALENE,3472,Grain yield - kg/ha
ARS-NRPN-2018-ROSEMOUNT,OVERLAND,4943,Grain yield - kg/ha
ARS-NRPN-2018-ROSEMOUNT,JAGALENE,5202,Grain yield - kg/ha
ARS-NRPN-2018-SELBY,OVERLAND,4672,Grain yield - kg/ha
ARS-NRPN-2018-SELBY,JAGALENE,3024,Grain yield - kg/ha
ARS-NRPN-2018-SIDNEY,OVERLAND,3134,Grain yield - kg/ha
ARS-NRPN-2018-SIDNEY,JAGALENE,2703,Grain yield - kg/ha
ARS-NRPN-2018-WICHITA,OVERLAND,2159,Grain yield - kg/ha
ARS-NRPN-2018-WICHITA,JAGALENE,2250,Grain yield - kg/ha
ARS-NRPN-2018-WILLISTON,OVERLAND,1917,Grain yield - kg/ha
ARS-NRPN-2018-WILLISTON,JAGALENE,2729,Grain yield - kg/ha
ARS-NRPN-2018-WINNER,OVERLAND,5012,Grain yield - kg/ha
ARS-NRPN-2018-WINNER,JAGALENE,3405,Grain yield - kg/ha
ARS-NRPN-2019-ALLIANCE,OVERLAND,4831,Grain yield - kg/ha
ARS-NRPN-2019-ALLIANCE,JAGALENE,4313,Grain yield - kg/ha
ARS-NRPN-2019-BISMARCK,OVERLAND,4795,Grain yield - kg/ha
ARS-NRPN-2019-BISMARCK,JAGALENE,4840,Grain yield - kg/ha
ARS-NRPN-2019-BOZEMAN,OVERLAND,7873,Grain yield - kg/ha
ARS-NRPN-2019-BOZEMAN,JAGALENE,8323,Grain yield - kg/ha
ARS-NRPN-2019-BROOKINGS,OVERLAND,3703,Grain yield - kg/ha
ARS-NRPN-2019-BROOKINGS,JAGALENE,2186,Grain yield - kg/ha
ARS-NRPN-2019-CASSELTON,OVERLAND,6060,Grain yield - kg/ha
ARS-NRPN-2019-CASSELTON,JAGALENE,5946,Grain yield - kg/ha
ARS-NRPN-2019-CROOKSTON,OVERLAND,2141,Grain yield - kg/ha
ARS-NRPN-2019-CROOKSTON,JAGALENE,1359,Grain yield - kg/ha
ARS-NRPN-2019-DAKOTA_LAKES,OVERLAND,5736,Grain yield - kg/ha
ARS-NRPN-2019-DAKOTA_LAKES,JAGALENE,4604,Grain yield - kg/ha
ARS-NRPN-2019-GOODLAND,OVERLAND,5597,Grain yield - kg/ha
ARS-NRPN-2019-GOODLAND,JAGALENE,5868,Grain yield - kg/ha
ARS-NRPN-2019-LETHBRIDGE,OVERLAND,4678,Grain yield - kg/ha
ARS-NRPN-2019-LETHBRIDGE,JAGALENE,4596,Grain yield - kg/ha
ARS-NRPN-2019-LINCOLN,OVERLAND,4569,Grain yield - kg/ha
ARS-NRPN-2019-LINCOLN,JAGALENE,3540,Grain yield - kg/ha
ARS-NRPN-2019-MINOT,OVERLAND,2815,Grain yield - kg/ha
ARS-NRPN-2019-MINOT,JAGALENE,4806,Grain yield - kg/ha
ARS-NRPN-2019-MOCCASIN,OVERLAND,3927,Grain yield - kg/ha
ARS-NRPN-2019-MOCCASIN,JAGALENE,4201,Grain yield - kg/ha
ARS-NRPN-2019-NORTH_PLATTE,OVERLAND,3551,Grain yield - kg/ha
ARS-NRPN-2019-NORTH_PLATTE,JAGALENE,3414,Grain yield - kg/ha
ARS-NRPN-2019-SIDNEY,OVERLAND,4768,Grain yield - kg/ha
ARS-NRPN-2019-SIDNEY,JAGALENE,4035,Grain yield - kg/ha
ARS-NRPN-2019-WICHITA,OVERLAND,2587,Grain yield - kg/ha
ARS-NRPN-2019-WICHITA,JAGALENE,3013,Grain yield - kg/ha
ARS-NRPN-2019-WILLISTON,OVERLAND,3610,Grain yield - kg/ha
ARS-NRPN-2019-WILLISTON,JAGALENE,2560,Grain yield - kg/ha
ARS-NRPN-2019-WINNER,OVERLAND,5544,Grain yield - kg/ha
ARS-NRPN-2019-WINNER,JAGALENE,5443,Grain yield - kg/ha
ARS-NRPN-2020-ALLIANCE,OVERLAND,2224,Grain yield - kg/ha
ARS-NRPN-2020-ALLIANCE,JAGALENE,2623,Grain yield - kg/ha
ARS-NRPN-2020-BISMARCK,OVERLAND,4188,Grain yield - kg/ha
ARS-NRPN-2020-BISMARCK,JAGALENE,3892,Grain yield - kg/ha
ARS-NRPN-2020-BOZEMAN,OVERLAND,5437,Grain yield - kg/ha
ARS-NRPN-2020-BOZEMAN,JAGALENE,5469,Grain yield - kg/ha
ARS-NRPN-2020-BROOKINGS,OVERLAND,5470,Grain yield - kg/ha
ARS-NRPN-2020-BROOKINGS,JAGALENE,5683,Grain yield - kg/ha
ARS-NRPN-2020-CASSELTON,OVERLAND,5510,Grain yield - kg/ha
ARS-NRPN-2020-CASSELTON,JAGALENE,4709,Grain yield - kg/ha
ARS-NRPN-2020-CROOKSTON,OVERLAND,3490,Grain yield - kg/ha
ARS-NRPN-2020-CROOKSTON,JAGALENE,1737,Grain yield - kg/ha
ARS-NRPN-2020-DAKOTA_LAKES,OVERLAND,6082,Grain yield - kg/ha
ARS-NRPN-2020-DAKOTA_LAKES,JAGALENE,6083,Grain yield - kg/ha
ARS-NRPN-2020-GOEHNER,OVERLAND,8128,Grain yield - kg/ha
ARS-NRPN-2020-GOEHNER,JAGALENE,7938,Grain yield - kg/ha
ARS-NRPN-2020-GOODLAND,OVERLAND,4566,Grain yield - kg/ha
ARS-NRPN-2020-GOODLAND,JAGALENE,4756,Grain yield - kg/ha
ARS-NRPN-2020-LETHBRIDGE,OVERLAND,5121,Grain yield - kg/ha
ARS-NRPN-2020-LETHBRIDGE,JAGALENE,4714,Grain yield - kg/ha
ARS-NRPN-2020-LINCOLN,OVERLAND,4066,Grain yield - kg/ha
ARS-NRPN-2020-LINCOLN,JAGALENE,3571,Grain yield - kg/ha
ARS-NRPN-2020-MINOT,OVERLAND,5008,Grain yield - kg/ha
ARS-NRPN-2020-MINOT,JAGALENE,5427,Grain yield - kg/ha
ARS-NRPN-2020-MOCCASIN,OVERLAND,3812,Grain yield - kg/ha
ARS-NRPN-2020-MOCCASIN,JAGALENE,3402,Grain yield - kg/ha
ARS-NRPN-2020-NORTH_PLATTE,OVERLAND,2950,Grain yield - kg/ha
ARS-NRPN-2020-NORTH_PLATTE,JAGALENE,3416,Grain yield - kg/ha
ARS-NRPN-2020-SIDNEY,OVERLAND,2226,Grain yield - kg/ha
ARS-NRPN-2020-SIDNEY,JAGALENE,2139,Grain yield - kg/ha
ARS-NRPN-2020-ST_PAUL,OVERLAND,7747,Grain yield - kg/ha
ARS-NRPN-2020-ST_PAUL,JAGALENE,6898,Grain yield - kg/ha
ARS-NRPN-2020-WICHITA,OVERLAND,4309,Grain yield - kg/ha
ARS-NRPN-2020-WICHITA,JAGALENE,3715,Grain yield - kg/ha
ARS-NRPN-2020-WILLISTON,OVERLAND,3113,Grain yield - kg/ha
ARS-NRPN-2020-WILLISTON,JAGALENE,2979,Grain yield - kg/ha
ARS-NRPN-2020-WINNER,OVERLAND,7205,Grain yield - kg/ha
ARS-NRPN-2020-WINNER,JAGALENE,7133,Grain yield - kg/ha
ARS-NRPN-2021-ALLIANCE,OVERLAND,3428,Grain yield - kg/ha
ARS-NRPN-2021-ALLIANCE,JAGALENE,4044,Grain yield - kg/ha
ARS-NRPN-2021-BOZEMAN,OVERLAND,4189,Grain yield - kg/ha
ARS-NRPN-2021-BOZEMAN,JAGALENE,4212,Grain yield - kg/ha
ARS-NRPN-2021-BROOKINGS,OVERLAND,4217,Grain yield - kg/ha
ARS-NRPN-2021-BROOKINGS,JAGALENE,4264,Grain yield - kg/ha
ARS-NRPN-2021-CASSELTON,OVERLAND,4168,Grain yield - kg/ha
ARS-NRPN-2021-CASSELTON,JAGALENE,4115,Grain yield - kg/ha
ARS-NRPN-2021-CROOKSTON,OVERLAND,2735,Grain yield - kg/ha
ARS-NRPN-2021-DAKOTA_LAKES,OVERLAND,5281,Grain yield - kg/ha
ARS-NRPN-2021-DAKOTA_LAKES,JAGALENE,4990,Grain yield - kg/ha
ARS-NRPN-2021-FORT_COLLINS,OVERLAND,6731,Grain yield - kg/ha
ARS-NRPN-2021-FORT_COLLINS,JAGALENE,7813,Grain yield - kg/ha
ARS-NRPN-2021-GOEHNER,OVERLAND,7295,Grain yield - kg/ha
ARS-NRPN-2021-GOEHNER,JAGALENE,7884,Grain yield - kg/ha
ARS-NRPN-2021-GOODLAND,OVERLAND,5001,Grain yield - kg/ha
ARS-NRPN-2021-GOODLAND,JAGALENE,5757,Grain yield - kg/ha
ARS-NRPN-2021-LETHBRIDGE,OVERLAND,2569,Grain yield - kg/ha
ARS-NRPN-2021-LETHBRIDGE,JAGALENE,2627,Grain yield - kg/ha
ARS-NRPN-2021-LINCOLN,OVERLAND,4712,Grain yield - kg/ha
ARS-NRPN-2021-LINCOLN,JAGALENE,4790,Grain yield - kg/ha
ARS-NRPN-2021-MINOT,OVERLAND,1130,Grain yield - kg/ha
ARS-NRPN-2021-MINOT,JAGALENE,1390,Grain yield - kg/ha
ARS-NRPN-2021-MOCCASIN,OVERLAND,1762,Grain yield - kg/ha
ARS-NRPN-2021-MOCCASIN,JAGALENE,2105,Grain yield - kg/ha
ARS-NRPN-2021-NORTH_PLATTE,OVERLAND,3208,Grain yield - kg/ha
ARS-NRPN-2021-NORTH_PLATTE,JAGALENE,3750,Grain yield - kg/ha
ARS-NRPN-2021-ST_PAUL,OVERLAND,6203,Grain yield - kg/ha
ARS-NRPN-2021-ST_PAUL,JAGALENE,6346,Grain yield - kg/ha
ARS-NRPN-2021-WICHITA,OVERLAND,2117,Grain yield - kg/ha
ARS-NRPN-2021-WICHITA,JAGALENE,3027,Grain yield - kg/ha
ARS-NRPN-2021-WINNER,OVERLAND,3533,Grain yield - kg/ha
ARS-NRPN-2021-WINNER,JAGALENE,3964,Grain yield - kg/ha
ARS-NRPN-2022-BOZEMAN,OVERLAND,5925,Grain yield - kg/ha
ARS-NRPN-2022-BOZEMAN,JAGALENE,5707,Grain yield - kg/ha
ARS-NRPN-2022-BROOKINGS,OVERLAND,4815,Grain yield - kg/ha
ARS-NRPN-2022-BROOKINGS,JAGALENE,4192,Grain yield - kg/ha
ARS-NRPN-2022-CASSELTON,OVERLAND,7201,Grain yield - kg/ha
ARS-NRPN-2022-CASSELTON,JAGALENE,5781,Grain yield - kg/ha
ARS-NRPN-2022-CROOKSTON,OVERLAND,6890,Grain yield - kg/ha
ARS-NRPN-2022-CROOKSTON,JAGALENE,4862,Grain yield - kg/ha
ARS-NRPN-2022-DAKOTA_LAKES,OVERLAND,3710,Grain yield - kg/ha
ARS-NRPN-2022-DAKOTA_LAKES,JAGALENE,3757,Grain yield - kg/ha
ARS-NRPN-2022-FORT_COLLINS,OVERLAND,4429,Grain yield - kg/ha
ARS-NRPN-2022-FORT_COLLINS,JAGALENE,3593,Grain yield - kg/ha
ARS-NRPN-2022-GOEHNER,OVERLAND,6920,Grain yield - kg/ha
ARS-NRPN-2022-GOEHNER,JAGALENE,6520,Grain yield - kg/ha
ARS-NRPN-2022-LINCOLN,OVERLAND,5160,Grain yield - kg/ha
ARS-NRPN-2022-LINCOLN,JAGALENE,5194,Grain yield - kg/ha
ARS-NRPN-2022-MINOT,OVERLAND,3484,Grain yield - kg/ha
ARS-NRPN-2022-MINOT,JAGALENE,3537,Grain yield - kg/ha
ARS-NRPN-2022-MOCCASIN,OVERLAND,3682,Grain yield - kg/ha
ARS-NRPN-2022-MOCCASIN,JAGALENE,2549,Grain yield - kg/ha
ARS-NRPN-2022-NORTH_PLATTE,OVERLAND,2868,Grain yield - kg/ha
ARS-NRPN-2022-NORTH_PLATTE,JAGALENE,3315,Grain yield - kg/ha
ARS-NRPN-2022-SIDNEY,OVERLAND,2838,Grain yield - kg/ha
ARS-NRPN-2022-SIDNEY,JAGALENE,2412,Grain yield - kg/ha
ARS-NRPN-2022-ST_PAUL,OVERLAND,7086,Grain yield - kg/ha
ARS-NRPN-2022-ST_PAUL,JAGALENE,6969,Grain yield - kg/ha
ARS-NRPN-2022-WILLISTON,OVERLAND,1608,Grain yield - kg/ha
ARS-NRPN-2022-WILLISTON,JAGALENE,1826,Grain yield - kg/ha
ARS-NRPN-2022-WINNER,OVERLAND,4512,Grain yield - kg/ha
ARS-NRPN-2022-WINNER,JAGALENE,4273,Grain yield - kg/ha
ARS-NRPN-2023-CROOKSTON,OVERLAND,5418.11,Grain yield - kg/ha
ARS-NRPN-2023-CROOKSTON,JAGALENE,5794.71,Grain yield - kg/ha
ARS-NRPN-2023-GOEHNER,OVERLAND,4210,Grain yield - kg/ha
ARS-NRPN-2023-GOEHNER,JAGALENE,3060,Grain yield - kg/ha
ARS-NRPN-2023-MOCCASIN,OVERLAND,5924.73,Grain yield - kg/ha
ARS-NRPN-2023-MOCCASIN,JAGALENE,5247.74,Grain yield - kg/ha
ARS-NRPN-2023-WICHITA,OVERLAND,3002.93,Grain yield - kg/ha
ARS-NRPN-2023-WICHITA,JAGALENE,2964.29,Grain yield - kg/ha
ARS-NRPN-2023-WILLISTON,OVERLAND,2597.26,Grain yield - kg/ha
ARS-NRPN-2023-WILLISTON,JAGALENE,2896.39,Grain yield - kg/ha
ARS-NRPN-2024-ALLIANCE,OVERLAND,5447.50,Grain yield - kg/ha
ARS-NRPN-2024-BOZEMAN,OVERLAND,5417.67,Grain yield - kg/ha
ARS-NRPN-2024-BOZEMAN,JAGALENE,6472.67,Grain yield - kg/ha
ARS-NRPN-2024-BROOKINGS,OVERLAND,4576.40,Grain yield - kg/ha
ARS-NRPN-2024-BROOKINGS,JAGALENE,2497.27,Grain yield - kg/ha
ARS-NRPN-2024-CASSELTON,OVERLAND,6952.68,Grain yield - kg/ha
ARS-NRPN-2024-CASSELTON,JAGALENE,6684.35,Grain yield - kg/ha
ARS-NRPN-2024-DAKOTA_LAKES,OVERLAND,3757.33,Grain yield - kg/ha
ARS-NRPN-2024-DAKOTA_LAKES,JAGALENE,2847.67,Grain yield - kg/ha
ARS-NRPN-2024-FORT_COLLINS,OVERLAND,6847.92,Grain yield - kg/ha
ARS-NRPN-2024-FORT_COLLINS,JAGALENE,7070.98,Grain yield - kg/ha
ARS-NRPN-2024-LINCOLN,OVERLAND,5913.67,Grain yield - kg/ha
ARS-NRPN-2024-LUNDS_VALLEY,OVERLAND,4880.92,Grain yield - kg/ha
ARS-NRPN-2024-LUNDS_VALLEY,JAGALENE,5060.47,Grain yield - kg/ha
ARS-NRPN-2024-MOCCASIN,OVERLAND,2206,Grain yield - kg/ha
ARS-NRPN-2024-MOCCASIN,JAGALENE,1890,Grain yield - kg/ha
ARS-NRPN-2024-NORTH_PLATTE,OVERLAND,5958.50,Grain yield - kg/ha
ARS-NRPN-2024-SIDNEY,OVERLAND,5507.50,Grain yield - kg/ha
ARS-NRPN-2024-ST_PAUL,OVERLAND,8099.17,Grain yield - kg/ha
ARS-NRPN-2024-ST_PAUL,JAGALENE,7305.60,Grain yield - kg/ha
ARS-NRPN-2024-WICHITA,OVERLAND,5504.79,Grain yield - kg/ha
ARS-NRPN-2024-WICHITA,JAGALENE,5501.21,Grain yield - kg/ha
ARS-NRPN-2024-WINNER,OVERLAND,4300.10,Grain yield - kg/ha
ARS-NRPN-2024-WINNER,JAGALENE,2944.93,Grain yield - kg/ha
ARS-SRPN-2000-AKRON,GOODSTREAK,2125.1,Grain yield - kg/ha
ARS-SRPN-2000-AKRON,GOODSTREAK,1883,Grain yield - kg/ha
